index,negativeword,rattcounter,kibucounter
2519,invalidity,0,0
2520,invasive,0,0
2521,invective,0,0
2522,inveigle,0,0
2523,invidious,0,0
2524,invidiously,0,0
2525,invidiousness,0,0
2526,invisible,0,0
2527,involuntarily,0,0
2528,involuntary,0,0
2529,irascible,0,0
2530,irate,0,0
2531,irately,0,0
2532,ire,0,0
2533,irk,0,0
2534,irked,0,0
2535,irking,0,0
2536,irks,0,0
2537,irksome,0,0
2538,irksomely,0,0
2539,irksomeness,0,0
2540,irksomenesses,0,0
2541,ironic,0,0
2542,ironical,0,0
2543,ironically,0,0
2544,ironies,0,0
2545,irony,0,0
2546,irragularity,0,0
2547,irrational,0,0
2548,irrationalities,0,0
2549,irrationality,0,0
2550,irrationally,0,0
2551,irrationals,0,0
2552,irreconcilable,0,0
2553,irrecoverable,0,0
2554,irrecoverableness,0,0
2555,irrecoverablenesses,0,0
2556,irrecoverably,0,0
2557,irredeemable,0,0
2558,irredeemably,0,0
2559,irreformable,0,0
2560,irregular,0,0
2561,irregularity,0,0
2562,irrelevance,0,0
2563,irrelevant,0,0
2564,irreparable,0,0
2565,irreplacible,0,0
2566,irrepressible,0,0
2567,irresolute,0,0
2568,irresolvable,0,0
2569,irresponsible,0,0
2570,irresponsibly,0,0
2571,irretating,0,0
2572,irretrievable,0,0
2573,irreversible,0,0
2574,irritable,0,0
2575,irritably,0,0
2576,irritant,0,0
2577,irritate,0,0
2578,irritated,0,0
2579,irritating,0,0
2580,irritation,0,0
2581,irritations,0,0
2582,isolate,0,0
2583,isolated,0,0
2584,isolation,0,0
2585,issue,0,0
2586,issues,0,0
2587,itch,0,0
2588,itching,0,0
2589,itchy,0,0
2590,jabber,0,0
2591,jaded,0,0
2592,jagged,0,0
2593,jam,0,0
2594,jarring,0,0
2595,jaundiced,0,0
2596,jealous,0,0
2597,jealously,0,0
2598,jealousness,0,0
2599,jealousy,0,0
2600,jeer,0,0
2601,jeering,0,0
2602,jeeringly,0,0
2603,jeers,0,0
2604,jeopardize,0,0
2605,jeopardy,0,0
2606,jerk,0,0
2607,jerky,0,0
2608,jitter,0,0
2609,jitters,0,0
2610,jittery,0,0
2611,job-killing,0,0
2612,jobless,0,0
2613,joke,0,0
2614,joker,0,0
2615,jolt,0,0
2616,judder,0,0
2617,juddering,0,0
2618,judders,0,0
2619,jumpy,0,0
2620,junk,0,0
2621,junky,0,0
2622,junkyard,0,0
2623,jutter,0,0
2624,jutters,0,0
2625,kaput,0,0
2626,kill,0,0
2627,killed,0,0
2628,killer,0,0
2629,killing,0,0
2630,killjoy,0,0
2631,kills,0,0
2632,knave,0,0
2633,knife,0,0
2634,knock,0,0
2635,knotted,0,0
2636,kook,0,0
2637,kooky,0,0
2638,lack,0,0
2639,lackadaisical,0,0
2640,lacked,0,0
2641,lackey,0,0
2642,lackeys,0,0
2643,lacking,0,0
2644,lackluster,0,0
2645,lacks,0,0
2646,laconic,0,0
2647,lag,0,0
2648,lagged,0,0
2649,lagging,0,0
2650,laggy,0,0
2651,lags,0,0
2652,laid-off,0,0
2653,lambast,0,0
2654,lambaste,0,0
2655,lame,0,0
2656,lame-duck,0,0
2657,lament,0,0
2658,lamentable,0,0
2659,lamentably,0,0
2660,languid,0,0
2661,languish,0,0
2662,languor,0,0
2663,languorous,0,0
2664,languorously,0,0
2665,lanky,0,0
2666,lapse,0,0
2667,lapsed,0,0
2668,lapses,0,0
2669,lascivious,0,0
2670,last-ditch,0,0
2671,latency,0,0
2672,laughable,0,0
2673,laughably,0,0
2674,laughingstock,0,0
2675,lawbreaker,0,0
2676,lawbreaking,0,0
2677,lawless,0,0
2678,lawlessness,0,0
2679,layoff,0,0
2680,layoff-happy,0,0
2681,lazy,0,0
2682,leak,0,0
2683,leakage,0,0
2684,leakages,0,0
2685,leaking,0,0
2686,leaks,0,0
2687,leaky,0,0
2688,lech,0,0
2689,lecher,0,0
2690,lecherous,0,0
2691,lechery,0,0
2692,leech,0,0
2693,leer,0,0
2694,leery,0,0
2695,left-leaning,0,0
2696,lemon,0,0
2697,lengthy,0,0
2698,less-developed,0,0
2699,lesser-known,0,0
2700,letch,0,0
2701,lethal,0,0
2702,lethargic,0,0
2703,lethargy,0,0
2704,lewd,0,0
2705,lewdly,0,0
2706,lewdness,0,0
2707,liability,0,0
2708,liable,0,0
2709,liar,0,0
2710,liars,0,0
2711,licentious,0,0
2712,licentiously,0,0
2713,licentiousness,0,0
2714,lie,0,0
2715,lied,0,0
2716,lier,0,0
2717,lies,0,0
2718,life-threatening,0,0
2719,lifeless,0,0
2720,limit,0,0
2721,limitation,0,0
2722,limitations,0,0
2723,limited,0,0
2724,limits,0,0
2725,limp,0,0
2726,listless,0,0
2727,litigious,0,0
2728,little-known,0,0
2729,livid,0,0
2730,lividly,0,0
2731,loath,0,0
2732,loathe,0,0
2733,loathing,0,0
2734,loathly,0,0
2735,loathsome,0,0
2736,loathsomely,0,0
2737,lone,0,0
2738,loneliness,0,0
2739,lonely,0,0
2740,loner,0,0
2741,lonesome,0,0
2742,long-time,0,0
2743,long-winded,0,0
2744,longing,0,0
2745,longingly,0,0
2746,loophole,0,0
2747,loopholes,0,0
2748,loose,0,0
2749,loot,0,0
2750,lorn,0,0
2751,lose,0,0
2752,loser,0,0
2753,losers,0,0
2754,loses,0,0
2755,losing,0,0
2756,loss,0,0
2757,losses,0,0
2758,lost,0,0
2759,loud,0,0
2760,louder,0,0
2761,lousy,0,0
2762,loveless,0,0
2763,lovelorn,0,0
2764,low-rated,0,0
2765,lowly,0,0
2766,ludicrous,0,0
2767,ludicrously,0,0
2768,lugubrious,0,0
2769,lukewarm,0,0
2770,lull,0,0
2771,lumpy,0,0
2772,lunatic,0,0
2773,lunaticism,0,0
2774,lurch,0,0
2775,lure,0,0
2776,lurid,0,0
2777,lurk,0,0
2778,lurking,0,0
2779,lying,0,0
2780,macabre,0,0
2781,mad,0,0
2782,madden,0,0
2783,maddening,0,0
2784,maddeningly,0,0
2785,madder,0,0
2786,madly,0,0
2787,madman,0,0
2788,madness,0,0
2789,maladjusted,0,0
2790,maladjustment,0,0
2791,malady,0,0
2792,malaise,0,0
2793,malcontent,0,0
2794,malcontented,0,0
2795,maledict,0,0
2796,malevolence,0,0
2797,malevolent,0,0
2798,malevolently,0,0
2799,malice,0,0
2800,malicious,0,0
2801,maliciously,0,0
2802,maliciousness,0,0
2803,malign,0,0
2804,malignant,0,0
2805,malodorous,0,0
2806,maltreatment,0,0
2807,mangle,0,0
2808,mangled,0,0
2809,mangles,0,0
2810,mangling,0,0
2811,mania,0,0
2812,maniac,0,0
2813,maniacal,0,0
2814,manic,0,0
2815,manipulate,0,0
2816,manipulation,0,0
2817,manipulative,0,0
2818,manipulators,0,0
2819,mar,0,0
2820,marginal,0,0
2821,marginally,0,0
2822,martyrdom,0,0
2823,martyrdom-seeking,0,0
2824,mashed,0,0
2825,massacre,0,0
2826,massacres,0,0
2827,matte,0,0
2828,mawkish,0,0
2829,mawkishly,0,0
2830,mawkishness,0,0
2831,meager,0,0
2832,meaningless,0,0
2833,meanness,0,0
2834,measly,0,0
2835,meddle,0,0
2836,meddlesome,0,0
2837,mediocre,0,0
2838,mediocrity,0,0
2839,melancholy,0,0
2840,melodramatic,0,0
2841,melodramatically,0,0
2842,meltdown,0,0
2843,menace,0,0
2844,menacing,0,0
2845,menacingly,0,0
2846,mendacious,0,0
2847,mendacity,0,0
2848,menial,0,0
2849,merciless,0,0
2850,mercilessly,0,0
2851,mess,0,0
2852,messed,0,0
2853,messes,0,0
2854,messing,0,0
2855,messy,0,0
2856,midget,0,0
2857,miff,0,0
2858,militancy,0,0
2859,mindless,0,0
2860,mindlessly,0,0
2861,mirage,0,0
2862,mire,0,0
2863,misalign,0,0
2864,misaligned,0,0
2865,misaligns,0,0
2866,misapprehend,0,0
2867,misbecome,0,0
2868,misbecoming,0,0
2869,misbegotten,0,0
2870,misbehave,0,0
2871,misbehavior,0,0
2872,miscalculate,0,0
2873,miscalculation,0,0
2874,miscellaneous,0,0
2875,mischief,0,0
2876,mischievous,0,0
2877,mischievously,0,0
2878,misconception,0,0
2879,misconceptions,0,0
2880,miscreant,0,0
2881,miscreants,0,0
2882,misdirection,0,0
2883,miser,0,0
2884,miserable,0,0
2885,miserableness,0,0
2886,miserably,0,0
2887,miseries,0,0
2888,miserly,0,0
2889,misery,0,0
2890,misfit,0,0
2891,misfortune,0,0
2892,misgiving,0,0
2893,misgivings,0,0
2894,misguidance,0,0
2895,misguide,0,0
2896,misguided,0,0
2897,mishandle,0,0
2898,mishap,0,0
2899,misinform,0,0
2900,misinformed,0,0
2901,misinterpret,0,0
2902,misjudge,0,0
2903,misjudgment,0,0
2904,mislead,0,0
2905,misleading,0,0
2906,misleadingly,0,0
2907,mislike,0,0
2908,mismanage,0,0
2909,mispronounce,0,0
2910,mispronounced,0,0
2911,mispronounces,0,0
2912,misread,0,0
2913,misreading,0,0
2914,misrepresent,0,0
2915,misrepresentation,0,0
2916,miss,0,0
2917,missed,0,0
2918,misses,0,0
2919,misstatement,0,0
2920,mist,0,0
2921,mistake,0,0
2922,mistaken,0,0
2923,mistakenly,0,0
2924,mistakes,0,0
2925,mistified,0,0
2926,mistress,0,0
2927,mistrust,0,0
2928,mistrustful,0,0
2929,mistrustfully,0,0
2930,mists,0,0
2931,misunderstand,0,0
2932,misunderstanding,0,0
2933,misunderstandings,0,0
2934,misunderstood,0,0
2935,misuse,0,0
2936,moan,0,0
2937,mobster,0,0
2938,mock,0,0
2939,mocked,0,0
2940,mockeries,0,0
2941,mockery,0,0
2942,mocking,0,0
2943,mockingly,0,0
2944,mocks,0,0
2945,molest,0,0
2946,molestation,0,0
2947,monotonous,0,0
2948,monotony,0,0
2949,monster,0,0
2950,monstrosities,0,0
2951,monstrosity,0,0
2952,monstrous,0,0
2953,monstrously,0,0
2954,moody,0,0
2955,moot,0,0
2956,mope,0,0
2957,morbid,0,0
2958,morbidly,0,0
2959,mordant,0,0
2960,mordantly,0,0
2961,moribund,0,0
2962,moron,0,0
2963,moronic,0,0
2964,morons,0,0
2965,mortification,0,0
2966,mortified,0,0
2967,mortify,0,0
2968,mortifying,0,0
2969,motionless,0,0
2970,motley,0,0
2971,mourn,0,0
2972,mourner,0,0
2973,mournful,0,0
2974,mournfully,0,0
2975,muddle,0,0
2976,muddy,0,0
2977,mudslinger,0,0
2978,mudslinging,0,0
2979,mulish,0,0
2980,multi-polarization,0,0
2981,mundane,0,0
2982,murder,0,0
2983,murderer,0,0
2984,murderous,0,0
2985,murderously,0,0
2986,murky,0,0
2987,muscle-flexing,0,0
2988,mushy,0,0
2989,musty,0,0
2990,mysterious,0,0
2991,mysteriously,0,0
2992,mystery,0,0
2993,mystify,0,0
2994,myth,0,0
2995,nag,0,0
2996,nagging,0,0
2997,naive,0,0
2998,naively,0,0
2999,narrower,0,0
3000,nastily,0,0
3001,nastiness,0,0
3002,nasty,0,0
3003,naughty,0,0
3004,nauseate,0,0
3005,nauseates,0,0
3006,nauseating,0,0
3007,nauseatingly,0,0
3009,nebulous,0,0
3010,nebulously,0,0
3011,needless,0,0
3012,needlessly,0,0
3013,needy,0,0
3014,nefarious,0,0
3015,nefariously,0,0
3016,negate,0,0
3017,negation,0,0
3018,negative,0,0
3019,negatives,0,0
3020,negativity,0,0
3021,neglect,0,0
3022,neglected,0,0
3023,negligence,0,0
3024,negligent,0,0
3025,nemesis,0,0
3026,nepotism,0,0
3027,nervous,0,0
3028,nervously,0,0
3029,nervousness,0,0
3030,nettle,0,0
3031,nettlesome,0,0
3032,neurotic,0,0
3033,neurotically,0,0
3034,niggle,0,0
3035,niggles,0,0
3036,nightmare,0,0
3037,nightmarish,0,0
3038,nightmarishly,0,0
3039,nitpick,0,0
3040,nitpicking,0,0
3041,noise,0,0
3042,noises,0,0
3043,noisier,0,0
3044,noisy,0,0
3045,non-confidence,0,0
3046,nonexistent,0,0
3047,nonresponsive,0,0
3048,nonsense,0,0
3049,nosey,0,0
3050,notoriety,0,0
3051,notorious,0,0
3052,notoriously,0,0
3053,noxious,0,0
3054,nuisance,0,0
3055,numb,0,0
3056,obese,0,0
3057,object,0,0
3058,objection,0,0
3059,objectionable,0,0
3060,objections,0,0
3061,oblique,0,0
3062,obliterate,0,0
3063,obliterated,0,0
3064,oblivious,0,0
3065,obnoxious,0,0
3066,obnoxiously,0,0
3067,obscene,0,0
3068,obscenely,0,0
3069,obscenity,0,0
3070,obscure,0,0
3071,obscured,0,0
3072,obscures,0,0
3073,obscurity,0,0
3074,obsess,0,0
3075,obsessive,0,0
3076,obsessively,0,0
3077,obsessiveness,0,0
3078,obsolete,0,0
3079,obstacle,0,0
3080,obstinate,0,0
3081,obstinately,0,0
3082,obstruct,0,0
3083,obstructed,0,0
3084,obstructing,0,0
3085,obstruction,0,0
3086,obstructs,0,0
3087,obtrusive,0,0
3088,obtuse,0,0
3089,occlude,0,0
3090,occluded,0,0
3091,occludes,0,0
3092,occluding,0,0
3093,odd,0,0
3094,odder,0,0
3095,oddest,0,0
3096,oddities,0,0
3097,oddity,0,0
3098,oddly,0,0
3099,odor,0,0
3100,offence,0,0
3101,offend,0,0
3102,offender,0,0
3103,offending,0,0
3104,offenses,0,0
3105,offensive,0,0
3106,offensively,0,0
3107,offensiveness,0,0
3108,officious,0,0
3109,ominous,0,0
3110,ominously,0,0
3111,omission,0,0
3112,omit,0,0
3113,one-sided,0,0
3114,onerous,0,0
3115,onerously,0,0
3116,onslaught,0,0
3117,opinionated,0,0
3118,opponent,0,0
3119,opportunistic,0,0
3120,oppose,0,0
3121,opposition,0,0
3122,oppositions,0,0
3123,oppress,0,0
3124,oppression,0,0
3125,oppressive,0,0
3126,oppressively,0,0
3127,oppressiveness,0,0
3128,oppressors,0,0
3129,ordeal,0,0
3130,orphan,0,0
3131,ostracize,0,0
3132,outbreak,0,0
3133,outburst,0,0
3134,outbursts,0,0
3135,outcast,0,0
3136,outcry,0,0
3137,outlaw,0,0
3138,outmoded,0,0
3139,outrage,0,0
3140,outraged,0,0
3141,outrageous,0,0
3142,outrageously,0,0
3143,outrageousness,0,0
3144,outrages,0,0
3145,outsider,0,0
3146,over-acted,0,0
3147,over-awe,0,0
3148,over-balanced,0,0
3149,over-hyped,0,0
3150,over-priced,0,0
3151,over-valuation,0,0
3152,overact,0,0
3153,overacted,0,0
3154,overawe,0,0
3155,overbalance,0,0
3156,overbalanced,0,0
3157,overbearing,0,0
3158,overbearingly,0,0
3159,overblown,0,0
3160,overdo,0,0
3161,overdone,0,0
3162,overdue,0,0
3163,overemphasize,0,0
3164,overheat,0,0
3165,overkill,0,0
3166,overloaded,0,0
3167,overlook,0,0
3168,overpaid,0,0
3169,overpayed,0,0
3170,overplay,0,0
3171,overpower,0,0
3172,overpriced,0,0
3173,overrated,0,0
3174,overreach,0,0
3175,overrun,0,0
3176,overshadow,0,0
3177,oversight,0,0
3178,oversights,0,0
3179,oversimplification,0,0
3180,oversimplified,0,0
3181,oversimplify,0,0
3182,oversize,0,0
3183,overstate,0,0
3184,overstated,0,0
3185,overstatement,0,0
3186,overstatements,0,0
3187,overstates,0,0
3188,overtaxed,0,0
3189,overthrow,0,0
3190,overthrows,0,0
3191,overturn,0,0
3192,overweight,0,0
3193,overwhelm,0,0
3194,overwhelmed,0,0
3195,overwhelming,0,0
3196,overwhelmingly,0,0
3197,overwhelms,0,0
3198,overzealous,0,0
3199,overzealously,0,0
3200,overzelous,0,0
3201,pain,0,0
3202,painful,0,0
3203,painfull,0,0
3204,painfully,0,0
3205,pains,0,0
3206,pale,0,0
3207,pales,0,0
3208,paltry,0,0
3209,pan,0,0
3210,pandemonium,0,0
3211,pander,0,0
3212,pandering,0,0
3213,panders,0,0
3214,panic,0,0
3215,panick,0,0
3216,panicked,0,0
3217,panicking,0,0
3218,panicky,0,0
3219,paradoxical,0,0
3220,paradoxically,0,0
3221,paralize,0,0
3222,paralyzed,0,0
3223,paranoia,0,0
3224,paranoid,0,0
3225,parasite,0,0
3226,pariah,0,0
3227,parody,0,0
3228,partiality,0,0
3229,partisan,0,0
3230,partisans,0,0
3231,passe,0,0
3232,passive,0,0
3233,passiveness,0,0
3234,pathetic,0,0
3235,pathetically,0,0
3236,patronize,0,0
3237,paucity,0,0
3238,pauper,0,0
3239,paupers,0,0
3240,payback,0,0
3241,peculiar,0,0
3242,peculiarly,0,0
3243,pedantic,0,0
3244,peeled,0,0
3245,peeve,0,0
3246,peeved,0,0
3247,peevish,0,0
3248,peevishly,0,0
3249,penalize,0,0
3250,penalty,0,0
3251,perfidious,0,0
3252,perfidity,0,0
3253,perfunctory,0,0
3254,peril,0,0
3255,perilous,0,0
3256,perilously,0,0
3257,perish,0,0
3258,pernicious,0,0
3259,perplex,0,0
3260,perplexed,0,0
3261,perplexing,0,0
3262,perplexity,0,0
3263,persecute,0,0
3264,persecution,0,0
3265,pertinacious,0,0
3266,pertinaciously,0,0
3267,pertinacity,0,0
3268,perturb,0,0
3269,perturbed,0,0
3270,pervasive,0,0
3271,perverse,0,0
3272,perversely,0,0
3273,perversion,0,0
3274,perversity,0,0
3275,pervert,0,0
3276,perverted,0,0
3277,perverts,0,0
3278,pessimism,0,0
3279,pessimistic,0,0
3280,pessimistically,0,0
3281,pest,0,0
3282,pestilent,0,0
3283,petrified,0,0
3284,petrify,0,0
3285,pettifog,0,0
3286,petty,0,0
3287,phobia,0,0
3288,phobic,0,0
3289,phony,0,0
3290,picket,0,0
3291,picketed,0,0
3292,picketing,0,0
3293,pickets,0,0
3294,picky,0,0
3295,pig,0,0
3296,pigs,0,0
3297,pillage,0,0
3298,pillory,0,0
3299,pimple,0,0
3300,pinch,0,0
3301,pique,0,0
3302,pitiable,0,0
3303,pitiful,0,0
3304,pitifully,0,0
3305,pitiless,0,0
3306,pitilessly,0,0
3307,pittance,0,0
3308,pity,0,0
3309,plagiarize,0,0
3310,plague,0,0
3311,plasticky,0,0
3312,plaything,0,0
3313,plea,0,0
3314,pleas,0,0
3315,plebeian,0,0
3316,plight,0,0
3317,plot,0,0
3318,plotters,0,0
3319,ploy,0,0
3320,plunder,0,0
3321,plunderer,0,0
3322,pointless,0,0
3323,pointlessly,0,0
3324,poison,0,0
3325,poisonous,0,0
3326,poisonously,0,0
3327,pokey,0,0
3328,poky,0,0
3329,polarisation,0,0
3330,polemize,0,0
3331,pollute,0,0
3332,polluter,0,0
3333,polluters,0,0
3334,polution,0,0
3335,pompous,0,0
3336,poor,0,0
3337,poorer,0,0
3338,poorest,0,0
3339,poorly,0,0
3340,posturing,0,0
3341,pout,0,0
3342,poverty,0,0
3343,powerless,0,0
3344,prate,0,0
3345,pratfall,0,0
3346,prattle,0,0
3347,precarious,0,0
3348,precariously,0,0
3349,precipitate,0,0
3350,precipitous,0,0
3351,predatory,0,0
3352,predicament,0,0
3353,prejudge,0,0
3354,prejudice,0,0
3355,prejudices,0,0
3356,prejudicial,0,0
3357,premeditated,0,0
3358,preoccupy,0,0
3359,preposterous,0,0
3360,preposterously,0,0
3361,presumptuous,0,0
3362,presumptuously,0,0
3363,pretence,0,0
3364,pretend,0,0
3365,pretense,0,0
3366,pretentious,0,0
3367,pretentiously,0,0
3368,prevaricate,0,0
3369,pricey,0,0
3370,pricier,0,0
3371,prick,0,0
3372,prickle,0,0
3373,prickles,0,0
3374,prideful,0,0
3375,prik,0,0
3376,primitive,0,0
3377,prison,0,0
3378,prisoner,0,0
3379,problem,0,0
3380,problematic,0,0
3381,problems,0,0
3382,procrastinate,0,0
3383,procrastinates,0,0
3384,procrastination,0,0
3385,profane,0,0
3386,profanity,0,0
3387,prohibit,0,0
3388,prohibitive,0,0
3389,prohibitively,0,0
3390,propaganda,0,0
3391,propagandize,0,0
3392,proprietary,0,0
3393,prosecute,0,0
3394,protest,0,0
3395,protested,0,0
3396,protesting,0,0
3397,protests,0,0
3398,protracted,0,0
3399,provocation,0,0
3400,provocative,0,0
3401,provoke,0,0
3402,pry,0,0
3403,pugnacious,0,0
3404,pugnaciously,0,0
3405,pugnacity,0,0
3406,punch,0,0
3407,punish,0,0
3408,punishable,0,0
3409,punitive,0,0
3410,punk,0,0
3411,puny,0,0
3412,puppet,0,0
3413,puppets,0,0
3414,puzzled,0,0
3415,puzzlement,0,0
3416,puzzling,0,0
3417,quack,0,0
3418,qualm,0,0
3419,qualms,0,0
3420,quandary,0,0
3421,quarrel,0,0
3422,quarrellous,0,0
3423,quarrellously,0,0
3424,quarrels,0,0
3425,quarrelsome,0,0
3426,quash,0,0
3427,queer,0,0
3428,questionable,0,0
3429,quibble,0,0
3430,quibbles,0,0
3431,quitter,0,0
3432,rabid,0,0
3433,racism,0,0
3434,racist,0,0
3435,racists,0,0
3436,racy,0,0
3437,radical,0,0
3438,radicalization,0,0
3439,radically,0,0
3440,radicals,0,0
3441,rage,0,0
3442,ragged,0,0
3443,raging,0,0
3444,rail,0,0
3445,raked,0,0
3446,rampage,0,0
3447,rampant,0,0
3448,ramshackle,0,0
3449,rancor,0,0
3450,randomly,0,0
3451,rankle,0,0
3452,rant,0,0
3453,ranted,0,0
3454,ranting,0,0
3455,rantingly,0,0
3456,rants,0,0
3457,rape,0,0
3458,raped,0,0
3459,raping,0,0
3460,rascal,0,0
3461,rascals,0,0
3462,rash,0,0
3463,rattle,0,0
3464,rattled,0,0
3465,rattles,0,0
3466,ravage,0,0
3467,raving,0,0
3468,reactionary,0,0
3469,rebellious,0,0
3470,rebuff,0,0
3471,rebuke,0,0
3472,recalcitrant,0,0
3473,recant,0,0
3474,recession,0,0
3475,recessionary,0,0
3476,reckless,0,0
3477,recklessly,0,0
3478,recklessness,0,0
3479,recoil,0,0
3480,recourses,0,0
3481,redundancy,0,0
3482,redundant,0,0
3483,refusal,0,0
3484,refuse,0,0
3485,refused,0,0
3486,refuses,0,0
3487,refusing,0,0
3488,refutation,0,0
3489,refute,0,0
3490,refuted,0,0
3491,refutes,0,0
3492,refuting,0,0
3493,regress,0,0
3494,regression,0,0
3495,regressive,0,0
3496,regret,0,0
3497,regreted,0,0
3498,regretful,0,0
3499,regretfully,0,0
3500,regrets,0,0
3501,regrettable,0,0
3502,regrettably,0,0
3503,regretted,0,0
3504,reject,0,0
3505,rejected,0,0
3506,rejecting,0,0
3507,rejection,0,0
3508,rejects,0,0
3509,relapse,0,0
3510,relentless,0,0
3511,relentlessly,0,0
3512,relentlessness,0,0
3513,reluctance,0,0
3514,reluctant,0,0
3515,reluctantly,0,0
3516,remorse,0,0
3517,remorseful,0,0
3518,remorsefully,0,0
3519,remorseless,0,0
3520,remorselessly,0,0
3521,remorselessness,0,0
3522,renounce,0,0
3523,renunciation,0,0
3524,repel,0,0
3525,repetitive,0,0
3526,reprehensible,0,0
3527,reprehensibly,0,0
3528,reprehension,0,0
3529,reprehensive,0,0
3530,repress,0,0
3531,repression,0,0
3532,repressive,0,0
3533,reprimand,0,0
3534,reproach,0,0
3535,reproachful,0,0
3536,reprove,0,0
3537,reprovingly,0,0
3538,repudiate,0,0
3539,repudiation,0,0
3540,repugn,0,0
3541,repugnance,0,0
3542,repugnant,0,0
3543,repugnantly,0,0
3544,repulse,0,0
3545,repulsed,0,0
3546,repulsing,0,0
3547,repulsive,0,0
3548,repulsively,0,0
3549,repulsiveness,0,0
3550,resent,0,0
3551,resentful,0,0
3552,resentment,0,0
3553,resignation,0,0
3554,resigned,0,0
3555,resistance,0,0
3556,restless,0,0
3557,restlessness,0,0
3558,restrict,0,0
3559,restricted,0,0
3560,restriction,0,0
3561,restrictive,0,0
3562,resurgent,0,0
3563,retaliate,0,0
3564,retaliatory,0,0
3565,retard,0,0
3566,retarded,0,0
3567,retardedness,0,0
3568,retards,0,0
3569,reticent,0,0
3570,retract,0,0
3571,retreat,0,0
3572,retreated,0,0
3573,revenge,0,0
3574,revengeful,0,0
3575,revengefully,0,0
3576,revert,0,0
3577,revile,0,0
3578,reviled,0,0
3579,revoke,0,0
3580,revolt,0,0
3581,revolting,0,0
3582,revoltingly,0,0
3583,revulsion,0,0
3584,revulsive,0,0
3585,rhapsodize,0,0
3586,rhetoric,0,0
3587,rhetorical,0,0
3588,ricer,0,0
3589,ridicule,0,0
3590,ridicules,0,0
3591,ridiculous,0,0
3592,ridiculously,0,0
3593,rife,0,0
3594,rift,0,0
3595,rifts,0,0
3596,rigid,0,0
3597,rigidity,0,0
3598,rigidness,0,0
3599,rile,0,0
3600,riled,0,0
3601,rip,0,0
3602,rip-off,0,0
3603,ripoff,0,0
3604,ripped,0,0
3605,risk,0,0
3606,risks,0,0
3607,risky,0,0
3608,rival,0,0
3609,rivalry,0,0
3610,roadblocks,0,0
3611,rocky,0,0
3612,rogue,0,0
3613,rollercoaster,0,0
3614,rot,0,0
3615,rotten,0,0
3616,rough,0,0
3617,rremediable,0,0
3618,rubbish,0,0
3619,rude,0,0
3620,rue,0,0
3621,ruffian,0,0
3622,ruffle,0,0
3623,ruin,0,0
3624,ruined,0,0
3625,ruining,0,0
3626,ruinous,0,0
3627,ruins,0,0
3628,rumbling,0,0
3629,rumor,0,0
3630,rumors,0,0
3631,rumours,0,0
3632,rumple,0,0
3633,run-down,0,0
3634,runaway,0,0
3635,rupture,0,0
3636,rust,0,0
3637,rusts,0,0
3638,rusty,0,0
3639,rut,0,0
3640,ruthless,0,0
3641,ruthlessly,0,0
3642,ruthlessness,0,0
3643,ruts,0,0
3644,sabotage,0,0
3645,sack,0,0
3646,sacrificed,0,0
3647,sad,0,0
3648,sadden,0,0
3649,sadly,0,0
3650,sadness,0,0
3651,sag,0,0
3652,sagged,0,0
3653,sagging,0,0
3654,saggy,0,0
3655,sags,0,0
3656,salacious,0,0
3657,sanctimonious,0,0
3658,sap,0,0
3659,sarcasm,0,0
3660,sarcastic,0,0
3661,sarcastically,0,0
3662,sardonic,0,0
3663,sardonically,0,0
3664,sass,0,0
3665,satirical,0,0
3666,satirize,0,0
3667,savage,0,0
3668,savaged,0,0
3669,savagery,0,0
3670,savages,0,0
3671,scaly,0,0
3672,scam,0,0
3673,scams,0,0
3674,scandal,0,0
3675,scandalize,0,0
3676,scandalized,0,0
3677,scandalous,0,0
3678,scandalously,0,0
3679,scandals,0,0
3680,scandel,0,0
3681,scandels,0,0
3682,scant,0,0
3683,scapegoat,0,0
3684,scar,0,0
3685,scarce,0,0
3686,scarcely,0,0
3687,scarcity,0,0
3688,scare,0,0
3689,scared,0,0
3690,scarier,0,0
3691,scariest,0,0
3692,scarily,0,0
3693,scarred,0,0
3694,scars,0,0
3695,scary,0,0
3696,scathing,0,0
3697,scathingly,0,0
3698,sceptical,0,0
3699,scoff,0,0
3700,scoffingly,0,0
3701,scold,0,0
3702,scolded,0,0
3703,scolding,0,0
3704,scoldingly,0,0
3705,scorching,0,0
3706,scorchingly,0,0
3707,scorn,0,0
3708,scornful,0,0
3709,scornfully,0,0
3710,scoundrel,0,0
3711,scourge,0,0
3712,scowl,0,0
3713,scramble,0,0
3714,scrambled,0,0
3715,scrambles,0,0
3716,scrambling,0,0
3717,scrap,0,0
3718,scratch,0,0
3719,scratched,0,0
3720,scratches,0,0
3721,scratchy,0,0
3722,scream,0,0
3723,screech,0,0
3724,screw-up,0,0
3725,screwed,0,0
3726,screwed-up,0,0
3727,screwy,0,0
3728,scuff,0,0
3729,scuffs,0,0
3730,scum,0,0
3731,scummy,0,0
3732,second-class,0,0
3733,second-tier,0,0
3734,secretive,0,0
3735,sedentary,0,0
3736,seedy,0,0
3737,seethe,0,0
3738,seething,0,0
3739,self-coup,0,0
3740,self-criticism,0,0
3741,self-defeating,0,0
3742,self-destructive,0,0
3743,self-humiliation,0,0
3744,self-interest,0,0
3745,self-interested,0,0
3746,self-serving,0,0
3747,selfinterested,0,0
3748,selfish,0,0
